round_epochs,val_loss,loss,batch_size,epochs,first_lstm,layers,loss,optimizer,window_size
10,0.00018502120711503088,0.00017133315332445323,32,10,16,1,mse,adam,1
10,0.00021975868853986905,0.00018682969671755077,32,10,16,3,mse,rmsprop,1
10,0.0001873059675504294,0.00017221703841783424,32,10,16,3,mse,nadam,1
10,0.00019214164534696256,0.0001747057338630354,32,10,16,1,mse,rmsprop,1
10,0.00018406920519946793,0.00017261645014991726,32,10,8,1,mse,adam,100
10,0.00018772494195476856,0.0001717643047466896,32,10,16,2,mse,adam,24
10,0.00019305354472438306,0.00017341252517483479,32,10,16,1,mse,adamax,100
10,0.0001783232702745686,0.00017274182283288832,32,10,16,4,mse,adam,24
10,0.00019140101954815813,0.00017619793830474267,32,10,4,2,mse,rmsprop,24
10,0.00018194641987109215,0.00017626576993960518,32,10,32,1,mse,rmsprop,1
10,0.00018847761020649446,0.00017336653812191125,32,10,32,3,mse,nadam,100
10,0.00017999126873605476,0.00017197896044867267,32,10,8,3,mse,adam,1
10,0.00018197242439487016,0.00017263842614253494,32,10,32,2,mse,adamax,24
10,0.00017995826727515044,0.0001736924366850558,32,10,16,4,mse,adamax,100
10,0.00019596914643188693,0.00017328523795106642,32,10,32,4,mse,nadam,1
10,0.00019085629812214672,0.00017261233421540402,32,10,8,1,mse,adamax,1
10,0.00018566522218175602,0.0001739586702347973,32,10,4,1,mse,rmsprop,100
10,0.0001782576553946401,0.00017155645503451233,32,10,4,4,mse,adamax,100
10,0.00019893547095268946,0.00017066600890495998,32,10,4,1,mse,nadam,100
10,0.0001835880033185456,0.00017241752969009337,32,10,16,1,mse,adamax,1
10,0.00018545025712268215,0.00017253812881382118,32,10,16,1,mse,adam,24
10,0.00018841634749523236,0.00018730403510927801,32,10,32,3,mse,rmsprop,1
10,0.00021681200545515522,0.0001874189491389589,32,10,32,3,mse,rmsprop,24
10,0.0001847839205149825,0.00017285336625147765,32,10,16,1,mse,adamax,24
10,0.000181729563262212,0.00018115434833635064,32,10,8,3,mse,rmsprop,100
10,0.00018239003350230368,0.00017313714606948975,32,10,32,2,mse,adamax,100
10,0.0001858787415759241,0.00017264751744035264,32,10,32,1,mse,adamax,1
